episode_date,episode_title,youtube_url,source_file,timestamp_start,timestamp_end,speaker,speaker_confidence,speaker_attribution_reason,ticker_or_asset,company_or_asset_name,asset_type,raw_transcript_excerpt,normalized_quote,evidence_strength,normalization_notes
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,49:24,49:48,Chris Camillo,High,"Chris confirms 'I am' still in the Anthropic proxy. Cross-referenced explicitly to SKM in Mar 23 episode.",SKM,SK Telecom (Anthropic stake),Private company proxy / Stock,"like we talked about a great proxy to invest in Anthropic through a publicly traded company that you have liquidity in. That was like three shows ago … Um people were asking if we're still in that trade. I am.",Still in the SKM Anthropic proxy.,explicit,Ticker not stated in this episode but the same trade is identified as SKM in Mar 23 episode.
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,49:48,51:24,Chris Camillo,High,"'My Trans Alta' - explicit ownership language.",TAC,TransAlta Corp,Stock,"I still like the trade. I haven't sold my Trans Alta. I still have it. … I'd rather have money in Transalta or an Amazon, I could I would theoretically exit some of my Transalta to maybe switch it over into an Amazon. That's a possibility.",Still owns TAC; would conditionally rotate some into AMZN if war ends.,explicit,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,51:37,52:34,Chris Camillo,High,"'Our air sports trade' - Chris speaks for the group's Amer Sports position; 'I have not sold any of that either'.",AS,Amer Sports (Salomon / Arc'teryx),Stock,"our air sports trade, which did not go well … I have not sold any of that either, guys. Like that stock is down 20 some odd percent from where I bought it … if I see consumer demand start to fall uh on either of the products related to that trade, uh the Solomon shoes or the Arcteric jackets. Yeah, I'll exit.",Holding Amer Sports despite ~20%+ drawdown; will exit only if consumer demand for Salomon/Arc'teryx falls.,explicit,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,52:48,54:25,Chris Camillo,High,"Chris's HOOD long-term thesis monologue.",HOOD,Robinhood,Stock,"Robin Hood's a company I don't even check on a daily basis. … I I own it. Um I'm not worried about it. … I feel really good about putting more money into Robin Hood after it got hit because of a short-term crypto crash. … I love Robin Hood where it is.",Owns HOOD; happy to add fresh cash after crypto-driven drawdown; long-term AUM thesis.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,3:54,5:08,Chris Camillo,High,"Chris explicitly endorses COPX as the goto fast-trade.",COPX,Global X Copper Miners ETF,ETF,"the copper ETF seems to be like the most obvious way to do it. … This is COPX. To me, that is the goto index to trade.",COPX is Chris's go-to fast trade for end-of-war news cycle.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,5:18,5:32,Chris Camillo,High,"Chris distinguishes BE from fast-trade vehicles.",BE,Bloom Energy,Stock,"Bloom Energy, which I love Bloom Energy, but like that wouldn't be a go-to stock to trade because look, today it's down. It was up and now it's down.",Loves BE long-term but says it's too volatile for fast-trade.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,5:50,7:30,Chris Camillo,High,"Chris reacts to Salik but is bearish/cautious.",SALIK.AE,Salik Co (Dubai toll roads),Stock,"I'm not too excited about that. … if the Middle East is unstable after this, then people will leave. … which would be horrible for companies like this toll road company",Negative on Salik; thinks instability would drive expat exodus and hurt toll volumes.,inferred,Transcript spells 'Solic'. ADR/ticker SALIK.AE on Dubai exchange.
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,6:39,7:46,Chris Camillo,High,"Chris endorses JETS for fast-trade only.",JETS,U.S. Global Jets ETF,ETF,"I would do jets. … Jets is not something that I'm going to hold on to for any amount of time or any of the airlines.",JETS is good as a fast trade; not a long-term hold.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,7:58,8:45,Chris Camillo,High,"Chris's third end-of-war fast trade - UAE ETF.",UAE,iShares MSCI UAE ETF,ETF,"The third one that I like as just a purely correlated fast trade on the end of the war is UAE, which is basically the UAE ETF. Just super super correlated. … those are kind of the three the three things that I'm trading, guys.",UAE ETF rounds out his three end-of-war fast trades (with COPX and JETS).,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,10:11,10:30,Chris Camillo,High,"Chris dismissing SMCI as a clean trade.",SMCI,Super Micro Computer,Stock,"That company is just wild. I That's going to move daytoday based on scandal news. And yeah, if it's up 7% that's just short covering at this point.",Avoiding SMCI - too noisy/scandal-driven.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,10:38,12:15,Chris Camillo,High,"Chris on his Amer Sports holding through drawdown.",AS,Amer Sports,Stock,"everyone's ripping on me for the air sports trade, guys. … I still have a ton of stock. Like I'm I'm not frightened by this and I'm not looking to sell sports after it dropped 20% 15 20%, right? Like I'm not I'm still in it.",Still holding Amer Sports; not selling despite drawdown.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,12:55,13:09,Chris Camillo,High,"Chris bullish on TSMC.",TSM,Taiwan Semiconductor (TSMC),Stock,"TSMI, you you got to love that company. You got to love Taiwan Semi right here, right? Because like the demand is through the roof.",Bullish Taiwan Semi - demand through the roof.,explicit,Transcript misspells as 'TSMI'. Correct ticker is TSM.
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,14:26,15:23,Chris Camillo,High,"Chris explicit no-strong-take and 'staying away'.",INTC,Intel,Stock,"I just don't have a strong take on Intel right at this moment because there's just too many things happening at the company. … I'm staying I think I might have some in my portfolio, but I'm not I'm staying away from trading it here. There's just a lack of conviction either way on Intel.",May own a small position; staying away from trading INTC; no conviction either way.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,15:23,16:50,Chris Camillo,High,"Chris's macro view on China.",China macro,China geopolitical risk,Macro,"China doesn't scare me right now. … I think China as much as or more than anyone else right now needs stability for the remainder of this year. … I just don't think China's making any dramatic moves this year.",Not concerned about China invading Taiwan in 2026; thinks China needs stability.,inferred,Macro view rather than a specific trade.
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,20:23,30:14,Chris Camillo,High,"'My entire personal reputation hinges on one company' - Amazon - extreme conviction language.",AMZN,Amazon,Stock,"my entire personal reputation right now hinges on one company … I have high conviction right now on Amazon. … I am considering uh adding even more to my Amazon trade the second that I see a clear window that the war is over. … Amazon is in like the pole position to move over the next few months and I wouldn't mind increasing my leverage even further on an Amazon.",Reputation-staked AMZN bull thesis; will lever up further when war ends.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,30:14,34:18,Chris Camillo,High,"Chris's HOOD leverage plan with explicit conditional triggers.",HOOD,Robinhood,Stock,"there's one other stock that I think comes right after that which is Robin Hood. … Robin Hood is a company that I don't have leverage in Robin Hood right now, guys. But I would consider putting leverage on Robin Hood once we are 100% or let's just say 95% sure we are done with this whole Iran situation … if Bitcoin is recovering and the war is over, Robin Hood is a place where I'm tripling down.",Owns HOOD but not levered; would lever up once war risk fades AND crypto stabilizes.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,44:24,45:50,Chris Camillo,High,"'My TAC bet' / 'massive exposure to Trans Alta'.",TAC,TransAlta Corp,Stock,"I'm sticking with my TAC bet. I know it's taking longer to play out. I know it's really frustrating. … I still have pretty massive exposure to Trans Alta through TAC.",Massive TAC exposure; sticking with the Alberta data center thesis.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,45:50,53:24,Chris Camillo,High,"Chris explicitly says he does NOT own Tesla.",TSLA,Tesla,Stock,"I'm do not have a position in Tesla right now, which is wild. I would rather wait and see. … But if I if they have a presentation and and it stuns me, I I I'm I won't be afraid to go into Tesla really heavy and really levered.",No TSLA position; would buy heavy/levered if a presentation stuns him.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,53:36,54:56,Chris Camillo,High,"Chris's massive SKM Anthropic-proxy position monologue.",SKM,SK Telecom (Anthropic proxy),Stock / private proxy,"I I have a massive SKM position. I don't anticipate selling it until we get close to or beyond the Anthropic IPO. This is my way to play Anthropic. … I haven't sold that position.",Massive SKM position held until Anthropic IPO.,explicit,SKM owns ~$100M Anthropic stake from $5B-valuation round; ~20-25% of SKM market cap per Chris.
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,55:03,59:32,Chris Camillo,High,"Chris on HIMS - watching but not in.",HIMS,Hims & Hers Health,Stock,"HIMS is interesting … I'm not generally a fan of HIMS for a number of reasons … HIMS is uniquely positioned to monetize that tailwind in peptides … If it weren't for that, I would probably be in him … I don't own him right now, but I would it's something that I would as a peptide distribution channel play in the future",Doesn't own HIMS; watching it as a peptide distribution play.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,55:48,1:08:57,Chris Camillo,High,"Chris frames peptides as a multi-decade super cycle.",Peptides,Peptides theme,Theme / basket,"the market for peptides is going to do nothing but get larger and larger and larger the next few years. … capable of having a super cycle that doesn't just last years, but maybe last decades. … This peptide trend is no longer a trend. It's officially a super cycle just like AI.",Peptides = multi-decade super cycle; specific trades TBD.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,1:00:54,1:01:40,Chris Camillo,High,"Chris's leverage-up wishlist.",NVDA,Nvidia,Stock,"I might lever up in Nvidia, too. Like that Nvidia news this weekend and and TMSI and like it the entire like AI sector.",Considering levering up in NVDA; positive on broader AI sector.,explicit,Transcript says 'TMSI' = TSM/TSMC.
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,1:00:54,1:01:25,Chris Camillo,High,"Same lever-up monologue includes BE/AMZN/HOOD reaffirmation.",BE / AMZN / HOOD,Bloom / Amazon / Robinhood,Stock basket,"That's why I'm in Bloom as heavily as I'm in Bloom, right? … I got plenty of bloom, but I am excited to hopefully continue to lever up in Amazon, to continue to lever up or or to start levering up at some point in Robin Hood again.",Plans to keep levering AMZN; restart levering HOOD; already heavy in BE.,explicit,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,1:01:39,1:02:57,Chris Camillo,High,"Chris explicitly tags this as a future deep-dive episode.",COR / LITE,Coherent / Lumentum,Stock,"there's two stocks in the AI sector I think we're gonna have to do an entire episode on. Okay. Coherent and Lummentum. … they're a little controversial, but I I want to go dive in deeper at some point.",Future deep-dive tease - COR (Coherent) and LITE (Lumentum); 'controversial' but interesting.,inferred,Chris uses 'COR' for Coherent (correct ticker COHR) and 'LI' for Lumentum (correct LITE). Position not stated.
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,9:48,10:54,Chris Camillo,High,"Chris's classic real-estate-vs-equities argument.",Real estate,Real estate (asset class),Other,"If if you would have taken all that money that you were putting into real estate and all that time and you would have just thrown that into aggressive equities over the past, dude, I don't care. You're always winning with equities.",Avoid real estate; equities always win.,explicit,Asset-class view rather than a specific trade.
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,15:31,17:04,Chris Camillo,High,"Chris on his current allocation; Dave summarizes 'you're so leveraged that on the most conservative day you're 130% and sometimes you're 500%'.",AMZN options,Amazon (options),Stock (options),"I've been playing Amazon options for the last few weeks like a complete degenerate. … five and 15% maybe maybe at one point it was as high as 20% of my entire liquid portfolio was in Amazon options. So, … if Amazon goes down $1, I lose 10 to 20% of my entire portfolio. That's how confident I've been in Amazon. … 300% equity at at my most degenerate moments.",Heavily levered AMZN options bet; up to 20% of liquid portfolio at peak; ~300% total equity exposure at peak.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,22:57,23:30,Chris Camillo,High,"Chris's specific add on the dip.",ARM,Arm Holdings,Stock,"when my portfolio was down 40%, that is when I double triple down on … The best buy that I had was ARM. Uh the thing was up 30% since I bought.",Bought ARM at the bottom of the recent dip; up ~30% since.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,25:38,27:18,Chris Camillo,High,"Chris's interest-but-no-position framing.",Intl/EM,International / Emerging Markets (incl. Brazil),Theme,"this is actually a trade that I'm interested in. … there is a case to be made that third world countries to some extent will see some of the biggest lift … said Brazil was in the pole position to benefit from the AI super cycle the next couple of decades. I want to spend a lot of time doing research before I make that move.",Watchlist; intrigued by EM/intl as AI-democratization beneficiaries (esp. Brazil); not yet allocated.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,29:34,30:53,Chris Camillo,High,"Chris's specific BTC allocation.",BTC,Bitcoin,Crypto,"I'm at the lowest I've ever been in Bitcoin. I want to say it's like 1% of my portfolio right now. I'm not against bring it up to two, maybe 3%. But … there's just too much opportunity in equities right now with this AI super cycle. … When I become less excited about the equities in my portfolio, I think I would be open to having a larger Bitcoin position.",Owns ~1% Bitcoin (lowest ever); would maybe bump to 2-3%; will only go bigger if equities thesis weakens.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,32:04,32:24,Chris Camillo,High,"Chris's CryptoPunks long-term hold language.",CryptoPunks,Crypto Punks NFTs,Crypto / Other,"I do have a few crypto punks and I think I am more likely to buy more than to sell over the long term. I think crypto punks will come back. … It could be 15 or 20 years.",Owns Crypto Punks; bias to add over decades.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,36:23,38:18,Chris Camillo,High,"Chris exiting all collectibles - explicit.",Collectibles,Collectibles (Disney/Elsa cards / sports cards),Other,"I have like more of these Elsa cards. We're talking like six figures of Elsa cards and I'm thinking about kind of diversifying out of that. I also have some sports card stuff that I want to get out of. I'm actually not a big believer in sports cards. … I'm getting out of all collectibles now.",Exiting all collectibles (~6 figures of Disney Elsa cards + sports cards); not a believer in sports cards long-term.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,33:29,34:55,Chris Camillo,High,"Chris's positive comment on pre-99 manga (despite exiting collectibles).",Pre-99 Japanese manga,Pre-1999 Japanese manga,Other,"I'm actually kind of cautious on the collectible market, but that pre99 Japanese manga … is interesting. If I was going to be in a collectible right now, that's where I'd be putting my money.",Positive view on pre-1999 Japanese manga as collectible alpha; not personally invested.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,49:03,50:01,Chris Camillo,High,"Chris's UPRO retirement allocation.",UPRO,ProShares UltraPro S&P 500 (3x leveraged),ETF,"I keep my entire uh retirement portfolio in a triple leveraged uh ETF at all times. … I only keep 20% of my retirement portfolio in that triple leverage ETF. … currently in the leveraged uh uh UPRO, which is uh the S&P 500.",~20% of retirement portfolio in UPRO (3x S&P).,explicit,Chris first jokes 'whole thing' then clarifies 20%.
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,52:54,54:20,Chris Camillo,High,"Chris's 'all in' AMZN reiteration with rolled-up options.",AMZN,Amazon,Stock,"I I still love it. I love it just as much as I loved it at $198. … I went all in more at like two some 205 and then more at 215. It's at what 260 now. … I'm all in. I'm all in. … Uh I would say 5% right now today.",Still 'all in' on AMZN; option position now ~5% of portfolio after roll-ups (down from 20% peak).,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,54:32,55:07,Chris Camillo,High,"Chris's 'love it. love it. love it' on HOOD long-term.",HOOD,Robinhood,Stock,"Love it. Love it. Love it. … Love it long term. … I went deeper into Robin Hood at 70. Uh I think I just picked up some more calls this morning. So like I just want to be heavier Robin Hood, but not for the week or for the month. … I'm in Robin Hood for the long term.",Added HOOD at $70; bought more calls morning of episode; in for the long term.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,55:08,55:48,Chris Camillo,High,"Chris explicitly names AMD as part of his AI sector basket.",AMD,Advanced Micro Devices,Stock,"yeah, I have AMD. It's part of my AI sector trade. I have a handful of companies like Micron, AMD. … Uh I have AMD, listen, great. Like it's part of my sector, my AI super trade, but it's not the one I'm going heaviest in on.",Owns AMD as part of AI sector basket; not his heaviest position.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,55:23,55:48,Chris Camillo,High,"Chris's accidental sale of INTC.",INTC,Intel,Stock,"I think I accidentally sold my Intel. It makes me sick because I … was running out of money and I needed money because my margin was capping out on that Amazon trade. … I had to I had to pick something and I picked Intel to sell and of course Intel's flying.",Previously owned INTC; sold to free margin for AMZN trade; regrets it because it's now flying.,explicit,Important update from Mar 23 'might have some' to 'sold accidentally' in Apr 24.
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,55:48,55:55,Chris Camillo,High,"Chris's love of memory companies.",MU,Micron Technology,Stock,"Uh, Micron. I I love I love all of the uh memory companies.",Owns Micron; loves memory company sub-sector.,explicit,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,55:57,56:04,Chris Camillo,Medium,"Chris notes SanDisk price action but does not explicitly say he owns it.",SNDK,SanDisk Corp,Stock,"Did you guys have you did you see uh uh SanDisk keeps just going crazy?",Positive comment on SanDisk price action; no explicit ownership statement.,weak / ambiguous,SanDisk re-IPO'd Feb 2025 (NASDAQ: SNDK). Inferred Chris likely owns it as part of memory basket but he never says 'I own' or 'I bought'.
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,56:04,57:02,Chris Camillo,High,"Chris on the 'Raku' trade.",Raku,Japanese imaging co (likely Rigaku Holdings),Stock,"Uh Raku, the Japanese company we did a show on. Dude, it's almost doubled. It's crazy, dude. … Unfortunately, I couldn't get leverage on that. uh because it's in a global account, you have to transfer into yen. There's no options. You can't do margin.",Owns Raku in a global yen account; nearly doubled; couldn't lever it.,explicit,Phonetic 'Raku' likely Rigaku Holdings (TSE: 268A) based on description as Japanese healthcare imaging company applied to AI chip circuitry inspection.
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,57:11,1:01:00,Chris Camillo,High,"Chris's aggressive double-down on Bloom at $75.",BE,Bloom Energy,Stock,"see Bloom, it exploded off of that um, listen, off of that uh, expanded contract with Oracle. … Bloom went down to what $75 a share on quote bad news that we knew was BS. That's why we doubled down on Bloom. … I think there's a lot more upside to bloom if the company executes because I do think they will be a primary beneficiary of the power trade for the AI super cycle. So, I don't want to sell sell my bloom yet.",Doubled down on BE at $75; thesis: primary beneficiary of AI power trade.,explicit,
