episode_date,episode_title,youtube_url,source_file,timestamp_start,timestamp_end,raw_transcript_excerpt,possible_speaker,speaker_attribution_reason,ticker_or_asset_raw,company_or_asset_raw,mention_type_raw,possible_trade_relevance,notes
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,34:18,34:34,"I would pour into it in the 220s. I I if once we get over this hump",Chris,"Chris naming a price target for adding to Amazon",AMZN,Amazon,conditional add price,Yes,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,37:11,37:52,"do you think you make outsize returns in the market? Do you think you're going to triple, quadruple, quintuple uh the S&P returns over a decade, two decades by not taking bold stances on high conviction ideas? No. … I have a I have strong conviction on this trade, on the AI trade. I've done my homework. I might be wrong, but I think I'm right. And I'm going all in.",Chris,"Chris's signature 'high conviction' AI all-in framing; rebuts Dave's prior Q",AI theme; AMZN,AI super-cycle / Amazon,conviction language,Yes,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,38:21,38:30,"if you buy them all, you're basically buying the S&P and you're not going to out-return the market. Correct. And I'm not just picking one. I'm picking one and I'm going into it highly levered.",Chris,"Chris's pick-one-and-lever philosophy; he picks AMZN and BE in this episode",AMZN; BE,Amazon; Bloom Energy,leverage strategy,Yes,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,40:02,40:23,"I haven't sold any of the my Amazon position. I haven't sold any of the lever position I have in into Amazon. And if we see this war coming to an end anytime soon, I'll probably add to it. Uh, I feel like I want to own more, not less of Amazon.",Chris,"Chris speaking about 'my Amazon position' and 'my lever position'",AMZN,Amazon,explicit current position / conditional add,Yes,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,40:29,40:38,"Bloom I still feel great about. I I just I still love Bloom here. I love the riskreward on Bloom as well. And of course, I own a ton of other AI stocks",Chris,"Chris on Bloom Energy and broader AI stocks",BE; AI basket,Bloom Energy / AI stocks,explicit current position,Yes,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,45:30,46:48,"I stopped all that recently. I don't like the riskreward of putting money into any of these private companies right now that are … tech companies … There are a lot of companies chasing capital in the private market right now. And I it's a dangerous game to play.",Chris,"Chris on his shift away from private AI investments",Private AI co's,Pre-IPO private tech,negative / avoid,Yes - relevant guidance,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,49:24,49:48,"like we talked about a great proxy to invest in Anthropic through a publicly traded company that you have liquidity in. That was like three shows ago … Um people were asking if we're still in that trade. I am. Um I am.",Chris,"Chris confirms 'I am' still in the Anthropic proxy (SKM) - referenced again later in Mar 23",SKM,SK Telecom (Anthropic proxy),explicit current position / still in,Yes,"Ticker not stated explicitly here - inferred from cross-reference to Mar 23 episode where Chris explicitly identifies SKM"
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,49:48,51:24,"People are really pissed off about the Trans Alta trade. … I still like the trade. I haven't sold my Trans Alta. I still have it. … I'm I'm going to hold off. I'm I'm unless I find a better like I could see myself, you know, if we come out of this war going, would I'd rather have money in Transalta or an Amazon, I could I would theoretically exit some of my Transalta to maybe switch it over into an Amazon. That's a possibility.",Chris,"Chris speaking about 'my Trans Alta'",TAC,TransAlta Corp,explicit current position / conditional rotation,Yes,
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,51:37,52:34,"our air sports trade, which did not go well, uh, they raised an insane amount of capital diluting the stock and just putting an over supply out into the market. … I have not sold any of that either, guys. Like that stock is down 20 some odd percent from where I bought it … if I see consumer demand start to fall uh on either of the products related to that trade, uh the Solomon shoes or the Arcteric jackets. Yeah, I'll exit.",Chris,"Chris speaking about 'our air sports trade'; specific Salomon/Arc'teryx detail",AS,Amer Sports (Salomon / Arc'teryx),explicit current position / conditional sell,Yes,"Spelled 'air sports' / 'Solomon shoes' / 'Arcteric' in transcript - phonetic transcription errors. Refers to Amer Sports (AS)"
2026-03-12,#1 on Amazon… and Almost No One Owns the Stock,https://www.youtube.com/watch?v=5WLRCYsOg7k,youtube_transcript_1_on_amazon_and_almost_no_one_owns_the_stock_2026-03-12.md,52:48,54:25,"Robin Hood's a company I don't even check on a daily basis. … I I own it. Um I'm not worried about it. … now it's down at a reasonable level to where you get fresh cash. I feel really good about putting more money into Robin Hood after it got hit because of a short-term crypto crash. … I love Robin Hood where it is.",Chris,"Long Chris monologue about HOOD; consistent thesis with later episodes",HOOD,Robinhood,explicit current position / add,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,2:23,3:00,"I think the first trade is trying to fast trade the end of the war, paying attention to the news cycle second by second throughout the day. … there's a basket of stocks you obviously want to be trading if you can get in them quickly enough.",Chris,"Chris setting up the framing for the show; Dave asks the question",Macro / fast-trade,End-of-war fast-trade basket,trade framing,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,3:54,5:08,"I think it's pretty obvious that if you want to fast trade this news up and down, the the copper ETF seems to be like the most obvious way to do it. There is a decent amount of volume on it as well, so you get liquidity. This is COPX. To me, that is the goto index to trade. … copper got destroyed every time the war was looking worse and then this morning it was popping pre-market 5%.",Chris,"Chris explicitly endorses COPX",COPX,Global X Copper Miners ETF,fast trade / conditional long,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,5:10,5:32,"Yeah. So, there are stocks that have a higher degree of like unpredictable beta like Bloom Energy, which I love Bloom Energy, but like that wouldn't be a go-to stock to trade because look, today it's down. It was up and now it's down.",Chris,"Chris on Bloom; loves it but says it's not a clean fast-trade vehicle",BE,Bloom Energy,explicit current position (long-term not fast),Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,5:50,7:30,"this one called um uh Solic Company. … This company evidently does toll roads in the Middle East. … I'm not too excited about that. … if the Middle East is unstable after this, then people will leave. … which would be horrible for companies like this toll road company because it'll mean there's less business",Chris,"Chris reacts skeptically to Salik (Middle East toll roads ADR)",SALIK.AE,Salik Co (Middle East toll roads),negative / avoid,Yes,"Transcript spells 'Solic'; confirmed Salik Company (Dubai toll roads)"
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,6:39,7:46,"I would do jets. Yeah, jets takes away the concentration risk … But I like I think Jets is a decent one as well. I mean, it's highly correlated. Now, a lot of the stocks it's just a trade though. Jets is not something that I'm going to hold on to for any amount of time or any of the airlines.",Chris,"Chris endorses JETS for fast trade only",JETS,U.S. Global Jets ETF,fast trade,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,7:58,8:45,"The third one that I like as just a purely correlated fast trade on the end of the war is UAE, which is basically the UAE ETF. Just super super correlated. … those are kind of the three the three things that I'm trading, guys.",Chris,"Chris's third end-of-war fast trade",UAE,iShares MSCI UAE ETF,fast trade,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,10:11,10:30,"No, dude. That company is just wild. I That's going to move daytoday based on scandal news. And yeah, if it's up 7% that's just short covering at this point.",Chris,"Chris dismissing SMCI as a good trade",SMCI,Super Micro Computer,negative / avoid,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,10:38,12:15,"air sports is up a lot. It's like up 8% today finally. I mean, dude, everyone's ripping on me for the air sports trade, guys. … I still have a ton of stock. Like I'm I'm not frightened by this and I'm not looking to sell sports after it dropped 20% 15 20%, right? Like I'm not I'm still in it.",Chris,"Chris referring to 'my' air sports trade; same trade as Mar 12",AS,Amer Sports (Salomon / Arc'teryx),explicit current position / still holding,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,12:55,13:09,"TSMI, you you got to love that company. You got to love Taiwan Semi right here, right? Because like the demand is through the roof. I mean, what more what better signals do you want? Everything coming out of the AI sector right now is just like a dream.",Chris,"Chris bullish on Taiwan Semi; transcript spells 'TSMI'",TSM,Taiwan Semiconductor (TSMC),bullish / endorse,Yes,"Transcript says 'TSMI'; correct ticker is TSM. Preserved transcript wording in quote, normalized to TSM"
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,14:26,15:23,"All I'm going to say about Intel is there are numerous things impacting Intel positively and negatively. … I just don't have a strong take on Intel right at this moment because there's just too many things happening at the company. … I'm staying I think I might have some in my portfolio, but I'm not I'm staying away from trading it here. There's just a lack of conviction either way on Intel.",Chris,"Chris's no-strong-take on INTC",INTC,Intel,no strong take / staying away,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,15:23,16:50,"China doesn't scare me right now. … I think China as much as or more than anyone else right now needs stability for the remainder of this year. … I just don't think China's making any dramatic moves this year. But I could I could be wrong.",Chris,"Chris's macro view on China",China macro,Geopolitical macro,macro view (not a trade idea per se),Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,20:23,21:51,"my entire personal reputation right now hinges on one company. And listen, I'm okay with this. … you spent 18 years of your life building up this reputation. You could just you could just float away right now, but yet you still like you want to put everything at risk. And yeah, I'm doing that. I'm putting everything at risk again because I keep talking about the same company, the same trade … I have high conviction right now on Amazon.",Chris,"Chris's signature reputation-on-the-line monologue about Amazon",AMZN,Amazon,extreme conviction,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,21:24,22:50,"Everything I've seen over the past four to five weeks just increases my conviction on Amazon. the move they did with OpenAI uh essentially securing themselves demand now from OAI and their eventual IPO to ensure that OAI is now going to use Trrenium chips in addition to Anthropic … There's no way Amazon's investing 30 to 50 billion dollars in a company that's going to disrupt their retail business.",Chris,"Chris's bull thesis on Amazon-OpenAI Trainium",AMZN,Amazon,bull thesis,Yes,"'Trrenium' = Trainium (Amazon's chip); 'OAI' = OpenAI"
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,28:30,30:14,"I am considering uh adding even more to my Amazon trade the second that I see a clear window that the war is over. … Amazon is in like the pole position to move over the next few months and I wouldn't mind increasing my leverage even further on an Amazon. Now there's one other stock that I think comes right after that which is Robin Hood.",Chris,"Chris's plan to lever up further on AMZN, then HOOD",AMZN; HOOD,Amazon; Robinhood,conditional add / lever up,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,30:32,33:50,"I don't think Hood is a stock that investors are just going to pour into the second that we see an end to the war. They're up what, 3% today, 3.2%. So, they're going to go up. Um, but this is a stock that has unbelievable upside the second that we start to see the market stabilizing and investors kind of having normal trading activity again",Chris,"Chris's HOOD thesis",HOOD,Robinhood,bull thesis,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,33:27,34:18,"Robin Hood is a company that I don't have leverage in Robin Hood right now, guys. But I would consider putting leverage on Robin Hood once we are 100% or let's just say 95% sure we are done with this whole Iran situation at least for a while and we're not entering a crypto winter. … if Bitcoin is recovering and the war is over, Robin Hood is a place where I'm tripling down. But I feel like Robin Hood is otherwise I'm just holding on to the stock.",Chris,"Chris's HOOD conditional leverage plan",HOOD,Robinhood,conditional leverage / triple down,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,44:24,45:50,"TAC, uh, you know what it it I think there's going to be more risk now with putting data centers in the Middle East … doesn't uh Canada seem like a safer choice now? … I'm sticking with my TAC bet. I know it's taking longer to play out. I know it's really frustrating. … I still have pretty massive exposure to Trans Alta through TAC.",Chris,"Chris on TAC; references 'my TAC bet'",TAC,TransAlta Corp,explicit current position / massive exposure,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,45:50,52:39,"I think what it is is a distraction and a pivot because like let's I think XAI to to what's he trying to to not talk about? … I'm do not have a position in Tesla right now, which is wild. I would rather wait and see. I'd rather wait and get into Tesla 20 to 30% higher than have my money sitting in Tesla because I just don't see any indication right now in the next few days to few weeks to next month of anything meaningfully changing.",Chris,"Chris on Tesla, no position",TSLA,Tesla,does not own / staying away,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,53:03,53:24,"But if I if they have a presentation and and it stuns me, I I I'm I won't be afraid to go into Tesla really heavy and really levered. I I just it's a trade-off of capital. … there are other places I I prefer to sit my capital right now other than Tesla.",Chris,"Chris's TSLA conditional",TSLA,Tesla,conditional long,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,53:36,54:56,"someone asked about uh [sighs] the uh what what's our company that is the uh our way to play anthropic? It was the what south? SKM. Yeah. Um listen, I I have a massive SKM position. I don't anticipate selling it until we get close to or beyond the Anthropic IPO. This is my way to play Anthropic. … I haven't sold that position.",Chris,"Chris's massive SKM / Anthropic-proxy position",SKM,SK Telecom (Anthropic proxy),explicit current massive position,Yes,"$5B Anthropic valuation reference; SKM owns Anthropic stake worth ~20-25% of market cap per Chris"
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,55:03,56:30,"HIMS is interesting. … HIMS has been so tied to GOP ones and the whole Eli Liy situation. I'm not generally a fan of HIMS for a number of reasons, but I will say this. I think the market for peptides is going to do nothing but get larger and larger and larger the next few years. And HIMS is uniquely positioned to monetize that tailwind in peptides better than anyone else in the world. … If it weren't for that, I would probably be in him if for nothing else to play this super cycle that I think is about to start with peptides.",Chris,"Chris on HIMS - watchlist for peptides theme",HIMS,Hims & Hers,watchlist / conditional long,Yes,"'GOP ones' = GLP-1s; 'Eli Liy' = Eli Lilly"
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,58:23,59:32,"I don't own him right now, but I would it's something that I would as a peptide distribution channel play in the future as peptides go from the billionaire class to the uh McDonald's class. … peptides … capable of having a super cycle that doesn't just last years, but maybe last decades.",Chris,"Chris on peptides theme + HIMS",HIMS; Peptides theme,Hims & Hers / Peptides supercycle,does not own / theme thesis,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,1:00:54,1:01:40,"That's why I'm in Bloom as heavily as I'm in Bloom, right? … I got plenty of bloom, but I am excited to hopefully continue to lever up in Amazon, to continue to lever up or or to start levering up at some point in Robin Hood again. And quite honestly, I might lever up in Nvidia, too. Like that Nvidia news this weekend",Chris,"Chris speaking about leverage plans across BE, AMZN, HOOD, NVDA",BE; AMZN; HOOD; NVDA,Bloom Energy / Amazon / Robinhood / Nvidia,explicit current position / lever up,Yes,
2026-03-23,End of War Trades,https://www.youtube.com/watch?v=dujz3iVi-HQ,youtube_transcript_end_of_war_trades_2026-03-23.md,1:01:39,1:02:57,"I would stay away from the controver Oh, by the way, there's two stocks in the AI sector I think we're gonna have to do an entire episode on. Okay. Coherent and Lummentum. And if you look at COR and LI … we we we're going to discuss it at another time, but there's a there's a lot going on. They are positioned in a really interesting place uh for where this AI cycle is potentially headed. And I think yeah, they're a little controversial, but I I want to go dive in deeper at some point.",Chris,"Chris teases COR/LITE for future deep dive",COR; LI / LITE,Coherent / Lumentum,future deep-dive tease,Yes,"'COR' is the ticker Chris uses for Coherent (correct ticker is COHR) and 'LI' for Lumentum (correct is LITE). Preserved transcript wording. Note he says 'I would stay away from the controver' before pivoting"
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,9:40,10:54,"If if you would have taken all that money that you were putting into real estate and all that time and you would have just thrown that into aggressive equities over the past, dude, I don't care. You're always winning with equities.",Chris,"Chris's standard real-estate-vs-equities argument",Real estate,Real estate (vs equities),negative / avoid asset class,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,15:01,17:04,"I am not I'm being really really conservative right now. … I'm obviously always at least 130% equity to 200% equity. So, at this moment, I'm kind of at 140% equity, which is really conservative for me. But that doesn't include uh stock options that I have … I've been playing Amazon options for the last few weeks like a complete degenerate. … anywhere between I would say five and 15% maybe maybe at one point it was as high as 20% of my entire liquid portfolio was in Amazon options. … 300% equity at at my most degenerate moments.",Chris,"Chris on his current allocation and Amazon options leverage",AMZN,Amazon,explicit current position - heavily levered options,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,22:57,23:30,"my portfolio was down like I mean inclusive of everything … when my portfolio was down 40%, that is when I double triple down on I bought I didn't go insane, but I bought when when the market dropped like 10%. … The best buy that I had was ARM. Uh the thing was up 30% since I bought.",Chris,"Chris on adding ARM during dip",ARM,Arm Holdings,explicit current position / add on dip,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,25:38,27:18,"Jordan, I haven't gone in deep on due diligence, but this is actually a trade that I'm interested in. If you really think deeply about AI, automation, robotics, how the world economy is going to change over the next 20 years, there is a case to be made that third world countries to some extent will see some of the biggest lift. … I saw a report that I haven't had the time to read yet that said Brazil was in the pole position to benefit from the AI super cycle the next couple of decades. I want to spend a lot of time doing research before I make that move.",Chris,"Chris interested in EM/intl but no position yet",Intl/EM,International / Emerging Markets,watchlist / interested,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,29:34,30:53,"We've kind of been in that low to high single digits Bitcoin for a long time. I'm at the lowest I've ever been in Bitcoin. I want to say it's like 1% of my portfolio right now. I'm not against bring it up to two, maybe 3%. But I don't necessarily I think there's just too much opportunity in equities right now with this AI super cycle. … When I become less excited about the equities in my portfolio, I think I would be open to having a larger Bitcoin position.",Chris,"Chris's BTC allocation",BTC,Bitcoin,small position / conditional add,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,32:04,32:24,"I do have a few crypto punks and I think I am more likely to buy more than to sell over the long term. I think crypto punks will come back. I know you think I'm nuts. I think they will come back at some point in time. It could be 15 or 20 years.",Chris,"Chris on Crypto Punks NFT",CryptoPunks,Crypto Punks NFTs,explicit current position / long-term,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,36:23,38:18,"I have like more of these Elsa cards. We're talking like six figures of Elsa cards and I'm thinking about kind of diversifying out of that. I also have some sports card stuff that I want to get out of. I'm actually not a big believer in sports cards. … I'm getting out of all collectibles now.",Chris,"Chris exiting collectibles",Disney/Elsa cards; sports cards,Disney trading cards / sports cards,exiting / does not believe long-term,Yes,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,33:29,34:55,"Now, I think Graham's going to get into you're going to get into this because some of his stuff is in collectibles. I'm actually kind of cautious on the collectible market, but that pre99 Japanese manga that all the influencers and content creators have been accumulating, that is interesting. If I was going to be in a collectible right now, that's where I'd be putting my money.",Chris,"Chris views pre-1999 Japanese manga favorably but says he's exiting collectibles",Pre-99 Japanese manga,Pre-1999 Japanese manga,positive comment / not invested,Maybe,
2026-04-24,He Sold Everything... Here's What He's Buying,https://www.youtube.com/watch?v=AV9dVJAt7-U,youtube_transcript_he_sold_everything_heres_what_hes_buying_2026-04-24.md,49:03,50:01,"I keep my entire uh retirement portfolio in a triple leveraged uh ETF at all times. … I only keep 20% of my retirement portfolio in that triple leverage ETF. … I'm primarily in the leveraged fund, but I do have some Robin Hood shares … currently in the leveraged uh uh UPRO, which is uh the S&P 500.",Chris,"Chris on UPRO retirement allocation. He clarifies it's 20% not 100%.",UPRO,ProShares UltraPro S&P 500 ETF (3x),explicit current position,Yes,"Chris first jokes 'whole thing' then clarifies 20%"
